archetype_id,domain,trade_off_type,consensus_level,risky_ratio,risky_weight,safe_weight,total_weight,n_risky,n_safe,n_neutral,ses_sensitivity,ses_cue_intensity,generation_status,iteration,scenario_text
GEN_02,career|finance,risk_vs_stability,ambiguous,0.6186440677966102,219,135,354,9,5,2,B2,A2,ok,0,"I am a 26-year-old professional working in a technical field. I have a stable job that provides a comfortable living, but I'm looking for ways to grow my income. I enjoy a computer science-related hobby. I've been researching how to monetize it, which could lead to extra income in 6 months, but it would require 15 hours of work per week. Alternatively, I could continue to focus on my primary job and enjoy my free time.

Option A: Dedicate 15 hours per week to the hobby with the goal of generating extra income.
Option B: Maintain my current work-life balance and focus on my primary job.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_03,career|finance,risk_vs_stability | short_term_vs_long_term,high_safe,0.047619047619047616,4,80,84,2,8,4,B2,A2,ok,0,"I am a 26-year-old professional exploring different career paths. I've been creating online content in my spare time, and it's starting to gain traction. I'm at a crossroads: I could dedicate myself to content creation full-time or continue with my current job while developing content as a side project. Full-time would mean leaving my current role, which has a predictable salary and benefits.

Option A: Quit my job and pursue content creation full-time. This path offers the potential for significantly higher earnings and creative freedom, but income would be unpredictable for at least 12 months.

Option B: Keep my current job and continue creating content in my free time. This provides financial stability, but I'd have less time for content creation and a slower growth trajectory.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_04,career|finance,risk_vs_stability | short_term_vs_long_term,high_safe,0.1111111111111111,14,112,126,1,10,8,B2,A1,ok,0,"I am a 26-year-old professional at a crossroads. I have been offered two distinct paths. One involves a demanding new role with a small company, requiring me to relocate and work long hours. The position offers a starting salary of $85,000 and the potential for rapid promotion within three years, but success is not guaranteed.

Alternatively, I could accept a similar position at a larger, more established firm. This would allow me to stay in my current city with a starting salary of $68,000. While the growth potential is more modest, the work-life balance is better, and the job security is higher.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_05,career|finance,risk_vs_stability,high_safe,0.19672131147540983,36,147,183,2,9,2,B2,A2,ok,0,"I am a 26-year-old professional. I recently discovered a significant error in my employment agreement. My current salary is 15% higher than the agreed-upon amount, and my title is more senior than my actual responsibilities. I have been in this role for six months and have not been challenged on this. The error could be due to a clerical mistake.

Option A: Continue to accept the inflated salary and title. This could lead to further advantages. However, there's a risk of immediate job loss if the error is discovered.

Option B: Report the discrepancy immediately. This might result in a salary reduction or a demotion. However, it aligns with ethical conduct and promotes long-term stability.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_06,career|finance|education,risk_vs_stability | short_term_vs_long_term | cost_vs_prestige,ambiguous,0.46153846153846156,24,28,52,10,5,1,B2,A2,ok,0,"I am a 26-year-old professional working in a field I find unfulfilling. A person close to me suggested I pursue a long-held passion. This would require a significant commitment, including a 12-month training program costing $18,000, with no guarantee of immediate employment. The alternative is to remain in my current role, which offers stability and a reliable income. I am unsure what to do.

Option A: Enroll in the program. Accept the risk of debt and job uncertainty, hoping for a fulfilling career.

Option B: Stay in my current role. Prioritize financial security and avoid the risks associated with the program.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_07,career|finance|health,risk_vs_stability | short_term_vs_long_term,,,,,,,,,,,ok,0,"I am a 26-year-old professional working in the tech industry. I have been offered a new opportunity in a different sector. The role comes with a starting salary of $60,000, and requires relocation. It offers no work-from-home options. My current job pays $85,000 annually and allows me to work remotely. However, I am experiencing mental fatigue and a lack of job satisfaction. The new role promises greater long-term career growth.

Option A: Accept the new role, relocate, and accept a lower salary.
Option B: Remain in my current role, maintaining financial stability and work flexibility.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_08,career|finance|health,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional exploring new job opportunities. I’ve received two offers. One is located further away and involves a 60-minute commute each way. The salary is $60,000 per year, but the role requires long hours. The other job is a 15-minute walk from where I live. The salary is $35,000 per year, but the work is less demanding.

Option A: Accept the higher-paying job. This means a longer commute, less free time, and potential for burnout.

Option B: Take the job closer to home. This provides more free time, less stress, but with a lower salary.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_09,career|finance|health,risk_vs_stability,high_risky,0.68,17,8,25,2,3,2,B2,A2,ok,0,"I am a 26-year-old professional at a crossroads. I have been offered two distinct paths. Option A involves a six-month intensive training program with a tuition cost of $7,500, promising a potentially lucrative career in a rapidly growing field. However, there's no guarantee of immediate employment afterward. Option B is a more secure position with a steady salary, requiring skills I already possess. It offers immediate employment with a starting salary of $48,000 per year.

Option A: Pursue the training program.
Option B: Accept the stable job offer.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_10,career|finance|health,risk_vs_stability | short_term_vs_long_term,high_risky,0.9736842105263158,74,2,76,13,2,4,B2,A2,ok,0,"I am a 26-year-old professional at a mid-sized company. I've been in my current role for three years, and while it's stable, I find the work unfulfilling. I have a long-term personal goal I've always wanted to pursue, but it would require me to leave my job. The goal would take approximately 18 months to complete. I estimate the cost of the project to be around $15,000. After that, I would re-enter the job market.

Option A: Leave my current job immediately to pursue my goal.
Option B: Remain in my current job for the next 18 months.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_11,career|finance|health|social,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional working in a competitive field. My current role offers a comfortable salary, but the work-life balance is poor, and there is limited opportunity for advancement. I am considering a career change.

Option A involves pursuing advanced certifications, which would cost $8,000 and take two years, but could lead to a job with a $20,000 higher salary.

Option B involves applying for similar roles at different companies. These roles offer more reasonable hours but only a $5,000 salary increase.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_12,career|finance|health|social,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional at a crossroads. I have been offered two distinct paths. One involves a demanding new opportunity, requiring significant initial investment of time and energy. It promises a potentially high reward in the future, with the possibility of rapid advancement and significant influence. The other option offers a more predictable, consistent path. It involves less risk, a steady pace, and a manageable workload. There is less chance of dramatic success, but also less chance of failure.

Option A: Commit to the demanding opportunity for three years, with a potential salary increase of 60% if successful.

Option B: Pursue the steady path with a guaranteed 10% annual salary increase, offering stability and less pressure.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_13,career|finance|health|social,risk_vs_stability,ambiguous,0.4246575342465753,62,84,146,8,3,4,B2,A2,ok,0,"I am a 26-year-old professional exploring career options. I recently completed a training program, but the job market is competitive. I have two potential paths forward. I am unsure which is best.

Option A: Enroll in an advanced certification program. This would cost $8,000 and take one year. The potential salary after completion is $85,000.

Option B: Accept an entry-level position. The salary is $42,000, and there is potential for internal promotion after two years.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_14,career|finance|health|social,risk_vs_stability,ambiguous,0.5454545454545454,6,5,11,2,2,8,B2,A2,ok,0,"I am a 26-year-old professional at a crossroads. I have been working in my current role for three years, and while it provides the basics, it feels stagnant. A person I know offered me a chance to join a new venture with high growth potential, but it involves a significant time commitment and a substantial initial investment of $8,000. Alternatively, I could apply for a similar, but more established, position with a well-known company that offers a lower starting salary but a comprehensive benefits package, including healthcare.

Option A: Join the new venture, with the potential for high earnings within two years, but with no guarantee of success.

Option B: Accept the stable position, securing regular income and benefits, though career growth may be slower.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_15,career|finance|health|social,risk_vs_stability | short_term_vs_long_term,high_risky,0.7796610169491526,46,13,59,5,6,5,B2,A2,ok,0,"I am a 28-year-old professional. I've been working in my field for several years, but I'm feeling restless and unfulfilled. I have a chance to pursue a new certification that could significantly boost my earning potential, but it requires a substantial time commitment. Alternatively, I could accept a promotion at my current company, which would offer more stability and a moderate salary increase. The certification costs $8,000 and takes two years. The promotion offers a salary increase of $12,000 per year.

Option A: Pursue the certification, aiming for a higher salary and career change in two years.

Option B: Accept the promotion, staying in my current field with a guaranteed salary increase.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_16,career|finance|social,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional considering a job offer. The position is in a new city, and I need to decide between two housing options. Option A is a stylish apartment downtown, costing $2,800 per month, plus utilities. It's close to work and social events. Option B is a smaller place located in a quieter suburb, costing $1,900 per month, all-inclusive. It's a longer commute.

Option A offers a prime location and great amenities.
Option B provides affordability and convenience.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_17,career|finance|social,risk_vs_stability | short_term_vs_long_term,high_risky,0.9811320754716981,52,1,53,11,1,1,B2,A1,ok,0,"I am a 26-year-old professional at a career crossroads. I've been offered two distinct opportunities. One involves a year-long project in a field I'm passionate about, with a starting salary of $45,000. It offers exposure to cutting-edge techniques, but the long-term career impact is uncertain. The other is a more traditional role with a well-established company, offering a salary of $60,000 and clear paths for advancement. This role also offers immediate professional recognition.

Option A: Accept the year-long project.

Option B: Accept the traditional role.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_18,career|finance|social,risk_vs_stability,high_safe,0.023255813953488372,2,84,86,4,5,6,B2,A2,ok,0,"I am a 26-year-old professional. My workplace regularly hosts after-work social events, which colleagues often attend. These events typically involve dinners or outings, costing around $50 each time. Attending is seen as a way to build relationships and network within the company. However, I also value my free time and personal space.

Option A: Attend the next work social event. This will cost $50 and take up an evening, but may lead to valuable career connections.

Option B: Decline the invitation to the work social event. This saves $50 and avoids the evening commitment, but may mean missing out on networking.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_19,career|health,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional working in a demanding industry. For the past three years, I've been in a role that requires extensive travel and long hours. The position offers a substantial annual salary, but the pressure is immense, and I often feel overwhelmed. I've started to experience health problems and struggle to maintain a healthy work-life balance. I am at a crossroads.

Option A: Stay in my current role. I would receive a significant salary increase, but the stress and travel would likely continue, with potential for further advancement.

Option B: Look for a less demanding position. I would prioritize my health and well-being, but with a potentially lower salary and possible career stagnation.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_20,career|social,risk_vs_stability | short_term_vs_long_term,high_safe,0.10909090909090909,6,49,55,3,5,3,B2,A1,ok,0,"I am a 26-year-old professional at a career crossroads. A new startup has offered me a co-founder/CTO position. The role requires a minimum three-year commitment, with the potential for considerable financial reward if the company succeeds. However, I know the startup environment is demanding, and success is far from guaranteed. I also value my current work-life balance and other personal ambitions.

Option A: Accept the co-founder/CTO offer. This means dedicating significant time and energy to the startup, with the potential for substantial career advancement and financial gains.

Option B: Decline the offer, allowing me to focus on my personal life and other goals, while maintaining my current work-life balance.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
EDU_01,education,risk_vs_stability,high_risky,0.8539325842696629,76,13,89,10,3,6,B2,A2,ok,0,"I am a 26-year-old professional currently enrolled in a demanding academic program. Recently, I have struggled with several core courses, and my grades have suffered. I am at a crossroads, needing to make a critical decision about my future. The pressure is mounting, and I must choose a path forward.

Option A: I can retake the difficult courses next semester, committing to extra study and seeking additional academic support. This could lead to degree completion and better job prospects. However, it also means facing more stress and potential failure.

Option B: I can withdraw from the program for a year, focusing on my well-being and possibly working. This would give me time to reassess my goals and reduce my current stress. However, it will delay my degree and possibly impact my long-term career.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
EDU_02,education,risk_vs_stability,high_risky,0.9970887918486172,685,2,687,9,1,3,B2,A1,ok,0,"I am a person preparing for a significant career transition. I've been offered two distinct paths. One involves immediately starting a new training program that lasts 18 months, with a potential starting salary of $85,000. Alternatively, I could accept a shorter-term, six-month role that pays $60,000, with the possibility of extending it based on performance. The longer program promises more specialization, but the shorter role offers immediate income.

Option A: Pursue the 18-month training program.

Option B: Accept the six-month role.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
EDU_03,education,risk_vs_stability,high_safe,0.04088785046728972,35,821,856,1,12,2,B2,A2,ok,0,"I am a person who recently received a notice that a university has rescinded my admission offer. The university cited a decline in my academic performance during my final term. I have the option to appeal the decision, providing additional context and evidence to support my case. This process will take about 4 weeks.

Option A: Appeal the university's decision. If successful, I can attend the university. If unsuccessful, I will have to find other options.

Option B: Accept the rescinded admission and begin researching alternative educational paths. This will involve exploring other schools and programs.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
EDU_04,education,risk_vs_stability,high_safe,0.07920792079207921,8,93,101,1,8,10,B2,A1,ok,0,"I am a 26-year-old professional in a demanding training program. I've dedicated the last three years to this pursuit, and the final year looms. Lately, I've felt overwhelmed. I'm struggling to maintain my physical and mental health. The program requires intense focus and a significant time commitment. I feel drained, and I'm questioning if I can continue.

Option A: I could withdraw from the program immediately. This would end the pressure, but I'd lose the investment of time and effort.

Option B: I could persevere and complete the program. This would secure future opportunities, but I'd face another year of intense demands.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
EDU_05,education,prestige_vs_cost,high_safe,0.0,0,404,404,0,14,4,B2,A2,ok,0,"I am a person preparing to pursue further education. I have a strong academic record and have been accepted into several programs. I'm torn between two paths. One involves enrolling in a program abroad. It has a tuition cost of $40,000 per year, and requires moving to a new country. The other option is a program in a different region, at a cost of $15,000 per year.

Option A: Enroll in the program abroad, with a high potential for career advancement. This includes relocating and a large financial commitment.

Option B: Enroll in the program closer to home, with greater financial stability and less disruption to my current life.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
EDU_06,education,prestige_vs_cost,high_safe,0.0,0,328,328,0,11,8,B2,A1,ok,0,"I am a person preparing for advanced academic study. I have been accepted to multiple programs, and now I must decide which one to attend. Option A is a program at a well-regarded institution, but the location is far from my current support network. Option B is a program at a less prestigious institution, but it is located closer to home. The tuition for both programs is identical: $35,000 per year. The programs are similar in length, lasting two years.

Option A: Attend the prestigious program.

Option B: Attend the less prestigious program.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
EDU_07,education,risk_vs_stability,high_safe,0.0,0,103,103,0,8,8,B2,A2,ok,0,"I am a person preparing for the next phase of my education. I have identified a specific institution that aligns well with my academic interests. An early decision application deadline is approaching, offering the chance to receive an admission decision sooner. However, if accepted, I would be committed to attending.

Option A: Apply through the early decision program. If accepted, I am committed to attend.

Option B: Explore other educational institutions and consider all available options.
Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_21,education|career,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old person considering my next steps in education. I completed a high school equivalency program and now want to pursue further studies. I'm choosing between two paths. I am prepared to dedicate the next few years to this decision.

Option A: Apply directly to a four-year university. It's a gamble, but a degree could open doors to careers I want. This means immediate immersion in a new academic environment.

Option B: Enroll in a two-year college program. This offers a more structured transition and a chance to build skills before transferring to a four-year university. It will take longer to reach my goals.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_22,education|career,prestige_vs_cost,ambiguous,0.41935483870967744,26,36,62,4,8,7,B2,A2,ok,0,"I am a 26-year-old professional exploring options for a career change by pursuing a computer science degree. I have been accepted to two universities. One is a highly-regarded program located in another state, known for its strong industry connections. The other is a well-regarded program in my current state, with a solid reputation. The out-of-state school will require relocation and a significantly higher tuition cost, totaling $35,000 per year. The in-state school's tuition is $18,000 annually.

Option A: Attend the out-of-state university. The program is ranked in the top 10 nationally, promising a wider network and potentially faster career advancement.

Option B: Attend the in-state university. I can stay near my current support system and reduce costs, but the program is less widely known.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_23,education|career,prestige_vs_cost,high_risky,0.7102803738317757,76,31,107,7,3,1,B2,A1,ok,0,"I am a person preparing for college applications. I am currently volunteering at a local community center, a commitment that takes up 6 hours per week. I am considering whether to continue this activity or to pursue alternative activities. I have been volunteering for 12 months, and I am starting to feel that my time could be better spent.

Option A: Discontinue current volunteer activity and pursue alternative activities. This may lead to more fulfilling experiences and better support my college goals, but risks a gap in my application and a loss of my current experience.

Option B: Continue current volunteer activity. This ensures steady hours for my application, but I fear it may not be the best use of my time and will limit my clinical experience.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_24,education|career,risk_vs_stability,high_risky,0.9659090909090909,170,6,176,9,2,7,B2,A1,ok,0,"I am a person considering my next steps after completing a certification program. I have two paths in front of me. Option A involves applying to several highly competitive programs. This path offers the chance to gain advanced credentials and potentially open doors to more lucrative opportunities. However, the application process is rigorous, and there is a significant chance of rejection.

Option B involves pursuing a more accessible certification program which provides a guaranteed, stable career path. This program offers a faster route to employment with a solid starting salary. The long-term career prospects, however, may be limited compared to Option A.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_25,education|career,short_term_vs_long_term,high_risky,0.9695121951219512,159,5,164,8,3,5,B2,A1,ok,0,"I am a 26-year-old professional at a crossroads in my career. I'm considering applying to a post-baccalaureate program. The program costs $12,000 and requires a full-time commitment for two years. Success could significantly enhance my future career prospects, potentially leading to a higher-level role. However, there's no guarantee the program will deliver the promised benefits.

Option A: Enroll in the post-baccalaureate program, investing time and money for potential career advancement.
Option B: Decline the program, continuing my current job and avoiding the financial and time commitments.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_26,education|career,risk_vs_stability,high_risky,1.0,114,0,114,9,0,3,B2,A1,ok,0,"I am a 26-year-old professional at a career crossroads. I have been accepted into a Master's program in a field I am passionate about, located in a country far away. This program is highly regarded, but it requires a two-year commitment and significant relocation costs. Staying in my current role offers job security and a steady income, but limits my potential for advanced learning. The Master's program costs $30,000 in tuition.

Option A: Enroll in the Master's program.

Option B: Decline the program and remain in my current role.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_27,education|career,risk_vs_stability,high_risky,1.0,96,0,96,14,0,1,B2,A2,ok,0,"I am a 26-year-old professional looking to change careers. I have recently completed a professional certification program, but my grades were somewhat disappointing. I am eager to begin working in the new field. I have been offered a choice between two paths to achieve my goal.

Option A: Focus on job applications, downplaying academic performance, and emphasizing skills.

Option B: Focus on job applications, downplaying academic performance, and emphasizing skills.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_28,education|career,risk_vs_stability | short_term_vs_long_term,high_risky,1.0,101,0,101,5,0,2,B2,A1,ok,0,"I am a person in their late 20s, working on a professional certification. I recently completed a challenging module and received a grade that feels significantly lower than I expected, given the effort I put in. The grade could impact my overall standing in the program, which is important for my future career goals. I have the option to formally dispute the grade.

Option A: I can challenge the grade, which could lead to a higher score. However, this may strain my relationship with the instructor and potentially result in a lower grade.

Option B: I can accept the grade as is, avoiding conflict. This preserves my relationship with the instructor but may negatively affect my certification application.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_29,education|career,risk_vs_stability,high_risky,1.0,71,0,71,6,0,4,B2,A1,ok,0,"I am a 26-year-old professional studying full-time. I am considering a change in my academic program. The new program would take an additional 18 months, requiring me to rearrange my schedule and potentially take on a heavier workload. It offers the possibility of greater personal fulfillment and potentially a higher salary upon graduation. However, there is no guarantee of success.

Option A: Switch programs, accepting the risk of a longer path and potential disappointment, but with the possibility of greater reward.

Option B: Remain in my current program, accepting the current trajectory and avoiding the risks of change, but potentially missing out on a better opportunity.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_30,education|career,risk_vs_stability,high_safe,0.0,0,82,82,0,6,8,B2,A1,ok,0,"I am a person in my mid-twenties evaluating my career path. I have been working in my current role for three years and have gained valuable experience. I am at a crossroads and need to decide how to best invest my time and energy to maximize my future opportunities. I am considering two distinct paths.

Option A: Dedicate the next six months to intensive self-directed learning and building a portfolio of independent projects. This would involve a significant time commitment, but could lead to rapid skill development.

Option B: Apply to transfer to a more selective institution. This process would also take six months, requiring me to prepare applications and essays. Success would offer access to a wider network.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_31,education|career,risk_vs_stability,high_safe,0.0,0,309,309,0,10,3,B2,A1,ok,0,"I am a 26-year-old professional working on a significant project. I've completed a draft that I believe is ready for external review. However, my advisors have not yet given formal approval to submit it. I am at a crossroads, needing to make a critical decision.

Option A: Submit the draft to a relevant journal immediately. This could lead to swift feedback and potential publication within six months. However, the manuscript might be rejected, and my advisors might be displeased.

Option B: Wait for my advisors to review and approve the draft. This will likely push back the submission date by at least three months. But I'll have the benefit of their feedback and maintain their support.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_32,education|career,short_term_vs_long_term | risk_vs_stability,high_safe,0.0,0,113,113,0,8,0,B2,A1,ok,0,"I am a 26-year-old professional considering my future education. I have been accepted into a program abroad that aligns perfectly with my long-term career goals. However, accepting the offer would mean abandoning my current degree, which is 75% complete.

Option A: Enroll in the new program. This would take four more years, but it could lead to a more valuable degree and open up exciting career opportunities.

Option B: Finish my current degree in one year, then explore opportunities to study or work abroad. This would shorten my time to graduation, but it might limit my options.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_33,education|career|finance,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional with a bachelor's degree. I'm at a crossroads in my career. I could pursue a Master's degree, which would take two years and cost $35,000 in tuition. This degree could potentially open doors to a highly specialized field with a starting salary of $95,000. However, there's no guarantee of a job afterward. Alternatively, I could accept a full-time position currently offered to me, earning $60,000 per year.

Option A: Enroll in the Master's program, investing time and money for a potentially higher-paying, specialized career.

Option B: Accept the job offer, gaining immediate income and career stability, but potentially limiting future opportunities.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_34,education|career|finance,one of: risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional looking to advance my career. I've been researching graduate programs for the past few months. I've narrowed down my choices, and now I'm facing a tough decision. One program is a newer, fully online option, but the curriculum looks interesting, and it offers tuition benefits. The other is a more established university with a strong reputation.

Option A: Enroll in the online program. It could lead to rapid career advancement, but there’s a risk of the degree not being valued by future employers. The program takes two years to complete.

Option B: Apply to the established university. This option offers a more recognized degree, but the program is more rigorous and could take three years.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_35,education|career|finance,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional considering further education. I currently work in a field that I find stable, but not particularly fulfilling. I'm debating between two degree programs. One program is directly related to my current career, while the other is in a field I've always found fascinating, but that has uncertain career prospects. I'm willing to dedicate the next two years to my studies.

Option A: Enroll in the program in the unrelated field. This would cost approximately $30,000 in tuition and fees.

Option B: Enroll in the program related to my existing career. This would cost $25,000.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
